year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2020,1,21,Sun,30,67,99.72779992110134,89,8,48,72,-8
2010,6,27,Wed,48,86,-1.8476348917229544,29,59,12,2,31
2022,2,6,Tue,79,-17,-2.82467009447711,69,14,94,42,98
2001,12,3,Thu,-6,20,36.6079637522178,44,-2,23,48,70
2007,3,10,Sun,32,5,57.762030416445626,-1,95,68,26,71
2021,4,12,Mon,50,23,-16.787893307706902,100,73,-14,-10,61
2007,6,10,Fri,48,21,40.46018034733957,41,58,77,99,80
2016,6,22,Sat,73,-11,-9.936387437610195,54,48,96,-2,59
2014,7,2,Sun,-6,84,9.200176993140108,38,10,58,41,96
2016,5,24,Wed,9,85,66.20011199472754,4,22,31,51,0
2022,7,31,Sun,57,52,69.40265865678796,100,74,-8,22,34
2012,2,28,Thu,3,-20,68.29762651895683,62,52,11,54,-11
2018,1,22,Sat,67,33,-12.117293580098504,75,56,18,-12,57
2004,12,13,Sun,14,-5,75.19833615758546,44,86,57,89,98
2011,10,16,Wed,48,25,32.29704759013749,44,0,42,4,71
2000,8,13,Sun,-9,-8,37.51245918618856,46,89,-1,68,8
2022,1,4,Fri,63,81,30.782547221565054,37,74,-5,57,90
2004,12,4,Sat,25,43,83.69970737611493,89,44,9,10,-10
2007,2,30,Mon,48,57,62.27641393259928,19,84,84,-8,9
2012,11,11,Thu,99,83,40.50312684454469,75,56,-2,44,19
2007,12,23,Thu,15,66,80.94872965307172,26,13,65,9,70
2022,10,14,Sat,64,34,77.44898306474758,79,40,80,52,28
2010,6,3,Wed,27,42,-19.389656175408838,22,15,53,83,-18
2000,1,27,Fri,82,-3,37.944475719636394,-13,59,51,8,-20
2012,10,19,Sun,46,40,-14.888220739874594,73,53,72,74,11
2018,3,22,Sun,72,71,17.16956427570325,82,81,57,-3,18
2002,7,25,Tue,33,-1,77.26431855896385,41,20,54,-18,64
2016,12,1,Thu,68,44,94.23033460505957,99,13,9,98,-19
2004,8,5,Sun,70,43,9.290065942827333,13,4,76,14,53
2019,4,17,Mon,15,55,-17.407556990981846,-13,36,85,45,10
2020,12,1,Thu,31,70,28.68269759668,4,44,13,-17,-3
2007,3,19,Thu,1,43,20.549379480260455,5,55,18,20,-14
2013,1,19,Tue,17,86,61.91290811018976,70,1,28,58,-16
2003,12,4,Tue,78,-8,39.901978366256714,33,39,80,93,8
2010,9,19,Fri,41,98,28.26051888005611,62,33,99,60,47
2019,10,6,Sun,44,47,7.77622732252679,66,100,85,69,25
2014,6,28,Sun,-18,68,80.24612822862723,20,1,80,74,35
2018,6,15,Thu,67,49,10.055103703553826,59,40,-16,9,-18
2006,9,4,Thu,-13,97,-13.377067535731825,51,91,84,66,-8
2018,1,24,Wed,91,36,48.31787152414533,42,45,22,73,46
2018,6,1,Wed,97,24,18.399198291389588,73,24,26,-10,51
2010,12,24,Sun,18,99,66.20465163021717,51,51,38,12,29
2004,5,27,Sat,-3,65,-10.21452812047392,54,76,48,17,94
2004,11,17,Sat,84,88,96.92321529545288,-14,48,-4,89,-17
2021,6,11,Mon,-18,17,2.6098198880133054,64,43,-2,-16,21
2007,11,17,Sun,-3,33,23.203884574085215,77,-11,25,38,78
2009,8,23,Sun,59,15,38.19555016626452,64,46,96,99,55
2005,5,1,Sun,75,96,87.70421856775732,48,-10,35,78,3
2014,2,9,Mon,96,46,67.42744728655845,29,97,5,30,81
2015,12,14,Wed,-20,100,-2.4757557719860195,22,73,45,44,-2
2016,12,15,Sat,96,58,33.07224861856424,-4,7,-7,47,98
2007,2,24,Sun,5,-10,45.69233566409035,0,-16,31,37,79
2007,10,29,Mon,31,77,64.95721263788407,-15,-9,71,27,78
2008,5,31,Thu,91,6,49.18953412327815,88,23,-17,37,61
2001,3,1,Sat,-9,66,35.33752128811992,50,88,-18,81,19
2014,10,2,Tue,17,-4,72.63126560498435,54,72,58,16,99
2017,3,18,Sat,64,66,25.74497304567511,61,69,1,-14,13
2002,8,18,Thu,20,77,99.4478976609138,17,72,91,39,68
2016,7,6,Wed,32,64,94.68168349472433,42,8,85,38,-14
2003,1,20,Fri,-8,12,65.59302895639189,-9,57,29,-11,54
2003,12,8,Fri,99,-16,86.79604282841619,99,15,43,12,17
2013,12,1,Wed,55,95,27.574237444514253,1,14,62,30,-2
2008,5,15,Thu,-8,60,50.357896764955356,-18,92,77,57,78
2008,9,10,Mon,-3,41,12.991274847742062,-2,-13,-11,15,24
2022,4,30,Sat,-2,44,87.16235570916967,22,-5,35,90,-1
2017,1,4,Sat,-2,50,36.99402962159149,66,22,77,17,70
2009,8,10,Mon,94,46,44.87337703744004,77,48,-5,95,74
2020,5,11,Fri,49,69,84.61266321743922,46,-5,16,34,68
2003,2,5,Sun,27,59,76.47069945823932,66,35,79,9,99
2011,12,9,Sun,50,59,18.930927000576446,100,20,92,5,-19
2007,1,5,Wed,50,23,-9.421259969483982,92,56,88,74,72
2001,12,29,Sun,7,84,-0.3867225564195813,-16,-13,34,21,16
2021,12,11,Wed,98,100,21.030598241998426,8,33,1,26,10
2012,12,3,Sun,71,-7,16.940190409619213,77,69,11,-2,90
2020,3,27,Tue,-2,87,-15.364423539790431,87,99,23,83,21
2015,9,4,Fri,59,69,32.279881928488415,-16,-16,60,56,-15
2001,1,10,Wed,60,70,-7.1921092387326055,72,-12,52,66,89
2010,4,7,Tue,65,36,6.7276560565595425,24,81,31,62,64
2009,8,1,Mon,62,27,75.28546446804783,33,45,12,59,76
2014,8,27,Fri,27,-4,39.880425207858494,3,50,99,4,-12
2016,10,6,Fri,8,23,25.127319755038506,82,9,76,69,53
2007,12,8,Wed,27,-17,2.4376754459279937,0,60,-19,64,65
2017,11,17,Wed,-2,60,84.81989287529979,11,87,-7,-3,74
2022,11,24,Thu,90,76,89.34646366554622,86,74,80,-12,32
2008,8,7,Sun,78,9,42.76004008057839,-16,44,40,67,-10
2007,10,1,Mon,26,100,91.47424078713355,41,71,76,90,97
2013,8,9,Mon,68,64,36.23946446592076,-3,9,44,83,62
2017,4,11,Sat,39,60,-7.023660694337231,81,26,90,-4,84
2021,8,19,Tue,27,54,-17.9382112975904,14,74,65,73,55
2019,9,2,Tue,-1,94,-4.466285457846537,81,67,9,-17,95
2019,7,23,Thu,80,34,55.3414162953965,59,10,6,34,81
2020,12,11,Sat,-2,9,18.829528833401227,78,39,43,33,-5
2011,2,3,Mon,21,-3,58.445389395654686,93,96,12,7,-8
2018,9,17,Sun,56,63,41.46511091254056,67,54,32,84,17
2013,11,10,Sun,90,77,20.29452154729175,79,85,59,19,-8
2016,8,29,Sun,55,84,6.460255739301537,-16,59,-11,-12,-6
2020,5,3,Sun,28,71,-10.193706999056333,-12,-12,6,15,-3
2002,12,22,Tue,-6,52,74.66931842696394,-17,73,16,-13,-5
2022,3,3,Mon,39,23,79.0995059210203,12,55,-19,41,20
2006,7,21,Sun,47,41,45.515548394297355,70,33,73,65,29
2016,2,25,Mon,58,10,-0.9915445894105233,1,90,89,68,85
2011,3,7,Sat,60,88,11.887014578856913,38,40,22,28,87
2008,12,2,Tue,6,-5,95.57257446248349,-10,43,62,49,48
2014,9,1,Wed,54,74,7.338836048898369,48,59,-2,69,70
2017,4,7,Wed,34,72,-13.126619138547145,-11,76,94,21,45
2020,4,20,Sat,66,56,46.55598610141365,-18,-15,78,-19,20
2012,3,11,Tue,-6,2,11.691588863861288,-6,24,-10,10,93
2020,5,23,Thu,31,-7,95.84962323946047,89,44,31,55,99
2007,3,6,Fri,10,82,49.546915225068474,16,56,11,-2,6
2013,9,23,Sat,96,-19,96.8635828992204,19,16,59,100,38
2007,3,4,Mon,69,-9,75.05477220325436,-4,78,60,80,44
2013,2,19,Sat,-14,37,67.49326147956339,-1,87,8,91,-7
2006,12,28,Fri,-8,71,80.47411458979443,94,69,63,80,14
2022,5,21,Sat,33,75,53.19114962350464,-17,85,15,44,2
2011,6,19,Tue,-8,35,-18.654323524292753,77,52,26,53,86
2010,1,14,Mon,95,92,27.488238732451237,13,-4,67,39,1
2021,12,3,Fri,-1,3,6.5011886223876445,74,81,22,41,6
2021,11,4,Sun,77,16,32.551833480819894,13,89,91,39,29
2010,6,8,Wed,-11,8,36.936492424080484,46,78,31,77,4
2021,10,18,Thu,93,95,-4.532440911317625,7,4,32,-5,77
2012,3,4,Sat,31,21,-17.164782584427453,84,29,47,84,33
2017,4,11,Sat,16,-3,-3.2777645048908184,80,50,-16,-14,28
2001,6,16,Fri,31,-18,83.74868296996657,95,84,62,56,70
2020,8,3,Thu,94,56,71.45835757712338,72,90,27,47,78
2014,9,7,Sat,6,-8,76.66604148780995,58,10,94,82,64
2019,6,2,Wed,13,85,13.433100939420264,15,11,3,74,82
2017,7,1,Fri,79,8,8.568001991080742,14,94,91,53,-18
2014,5,26,Tue,41,45,-15.47793846776518,20,27,-20,-9,4
2018,12,1,Mon,-5,38,37.144483798347714,38,62,78,77,90
2022,9,6,Wed,38,71,26.271471876900172,53,94,-19,71,47
2011,4,19,Thu,0,27,81.14221813812378,-4,-4,-11,-16,36
2012,10,7,Thu,-5,-17,62.50597458169878,9,40,42,71,-6
2021,11,24,Wed,60,30,-2.541401882414121,33,36,38,100,46
2010,6,5,Sun,58,-16,99.44577199169952,31,36,-15,26,-10
2004,5,21,Tue,-8,18,73.2475286932124,51,49,83,-10,71
2000,1,28,Sat,12,20,67.14873939772606,2,68,81,13,-18
2002,5,18,Tue,33,-16,6.210485495464031,-2,100,63,58,95
2021,5,24,Sat,48,-13,89.52394867456408,16,12,62,30,-3
2018,9,26,Sat,6,77,37.34441407601961,38,-2,27,-16,89
2022,1,13,Thu,31,97,16.01637029684484,86,-6,15,27,32
2006,5,1,Sat,44,35,59.234864160713244,15,14,27,64,-12
2011,7,10,Wed,23,4,5.621987279355128,47,28,8,10,58
2014,11,9,Sun,9,70,89.81544131931189,5,75,99,19,83
2004,6,17,Sat,2,31,83.37558177910311,90,81,20,-14,51
2014,6,1,Wed,58,31,36.25427570092797,83,15,67,78,19
2007,12,1,Mon,79,-14,3.069548017550648,100,75,52,64,35
2009,7,7,Thu,62,40,40.07699895132399,6,75,11,19,-7
2015,6,4,Tue,73,79,-1.9542756755459507,56,83,83,48,81
2007,5,28,Fri,-5,75,12.651715047293564,41,33,-16,-7,40
2000,10,23,Tue,34,64,38.41061926150014,41,15,64,77,-8
2011,5,21,Tue,-3,26,-17.442091333094474,31,32,-4,-11,82
2004,9,12,Sun,69,61,72.65243502917103,23,39,3,61,26
2002,8,16,Fri,-4,45,3.8267001394653875,77,77,70,60,53
2000,12,14,Sun,54,38,84.85996213155401,12,53,91,81,87
2003,10,23,Thu,31,89,-17.30656088219682,89,23,61,28,73
2007,4,10,Sat,24,85,44.38793457491548,69,12,65,99,-16
2002,4,14,Mon,35,-16,73.97476554821728,63,23,-15,75,65
2009,10,7,Tue,72,23,8.791760430833595,42,34,7,-4,78
2001,5,4,Sun,33,21,65.61392028557091,51,53,85,99,-16
2010,3,2,Sat,-12,40,67.22500678306287,59,23,-1,65,-9
2009,8,24,Tue,92,42,57.179083575611656,48,30,100,68,14
2020,7,18,Thu,-4,29,24.074580499037552,13,78,59,30,64
2013,5,16,Thu,6,17,74.99284057605601,90,65,-2,59,5
2006,10,9,Wed,16,71,56.040479838719875,6,30,-13,41,-20
2001,3,5,Thu,1,74,51.43697330624764,15,66,-3,9,92
2008,5,9,Thu,51,33,79.11851356919047,-17,-14,16,34,-11
2015,3,31,Tue,46,23,9.601203214435749,85,64,40,13,17
2012,10,25,Mon,17,3,8.131042380284818,32,-20,24,48,3
2008,5,30,Sun,78,42,26.760073345021077,93,-8,90,87,95
2019,1,8,Tue,75,76,-11.150898691105777,50,52,74,12,74
2003,6,24,Sun,51,18,20.824609791575476,16,27,17,-16,88
2021,10,20,Sat,23,-9,29.15892150259799,79,93,-19,83,26
2009,4,16,Sun,70,42,39.902040126122834,67,90,34,21,66
2021,4,30,Thu,75,82,10.73562915621157,58,63,75,-18,64
2011,8,20,Wed,15,-12,89.72793617228562,29,26,-6,42,-19
2016,2,30,Mon,77,95,14.49448250098937,92,26,38,17,96
2013,4,18,Wed,4,58,83.03764407904828,49,-11,54,-8,74
2013,2,4,Fri,74,66,33.83924478554269,5,5,-16,95,-19
2001,1,16,Wed,21,87,66.89696020677138,69,29,85,-13,9
2020,10,4,Wed,90,88,-6.580811053948038,99,26,72,40,4
2019,3,6,Sat,-8,1,45.90110364923474,98,23,63,9,92
2010,12,3,Thu,35,15,96.25993328807893,4,-20,-1,29,62
2015,8,18,Sat,58,53,60.616396333137814,12,88,61,48,41
2018,6,15,Thu,97,7,79.25500051287426,46,42,-9,17,-20
2022,12,8,Sat,30,35,11.589525923480263,52,-4,36,38,80
2005,7,18,Thu,29,78,76.82043942750607,16,-4,92,74,71
2018,2,24,Sun,56,99,22.50165912554384,17,18,60,99,42
2004,6,23,Thu,31,8,38.69445010560401,73,22,47,-19,63
2003,8,3,Thu,95,-16,2.7428838424971858,6,55,-2,36,38
2014,8,6,Wed,12,-17,38.76950494858935,-8,20,100,-14,91
2003,4,22,Fri,74,30,42.39992303998492,2,-6,66,59,33
2019,6,26,Thu,4,-6,55.301588573313,46,-20,6,-11,48
2009,5,30,Fri,91,73,85.10468910752148,66,37,93,8,34
2021,9,21,Fri,37,39,16.8869897225999,78,33,95,73,73
2002,8,29,Tue,19,5,99.08054986677698,97,75,32,63,66
2004,2,24,Tue,66,2,82.57048440441955,67,54,21,85,21
2005,12,15,Mon,17,82,28.753636962522094,34,-16,89,13,70
2020,7,27,Sun,-18,8,7.426300673796511,16,41,95,51,32
2021,7,12,Sat,95,65,-11.349156126248433,-9,94,24,77,85
2007,11,5,Tue,-5,78,8.358066740210528,33,61,57,77,44
2006,12,7,Thu,-19,36,87.02727351905013,-1,93,47,24,-12
2020,1,22,Fri,2,41,15.335800782098048,-3,61,47,100,93
2009,1,27,Sat,77,38,-3.3044422286586155,-14,66,3,79,50
2005,12,15,Mon,9,27,-17.256374679411984,95,95,66,50,30
2013,4,7,Tue,90,90,16.019321585016804,97,50,15,37,69
2003,5,13,Wed,-11,61,6.154477926407882,69,25,54,57,97
2012,4,25,Sun,44,14,-7.633516189017659,55,69,76,63,-5
2019,7,3,Sat,1,25,95.08138194703677,77,44,81,80,32
2016,3,26,Mon,31,12,12.38224693025412,91,7,-16,12,49
2022,7,23,Thu,90,50,-19.252603630786542,75,63,6,74,41
2006,8,13,Sat,35,77,94.2573456080017,73,20,16,76,85
2003,6,26,Fri,12,-11,50.00009554047429,-19,91,6,69,16
2013,6,3,Thu,68,67,-9.979631404995393,33,2,74,69,40
2002,8,29,Thu,65,68,-16.197940735937586,-13,11,55,30,36
2004,8,2,Sat,59,27,-6.950263306346958,12,37,26,43,24
2015,7,28,Wed,9,23,51.570393248749326,25,81,43,17,55
2022,6,23,Wed,61,70,-12.513535806560167,21,18,-15,59,67
2019,6,4,Sat,3,93,48.74501221667701,98,61,55,-9,-4
2003,10,17,Sat,-16,49,58.95746340362881,97,12,35,42,100
2001,11,6,Sat,32,42,-2.143209437894157,73,37,97,44,-19
2017,6,11,Sun,80,28,39.10036187271658,42,68,-7,39,74
2018,8,6,Sun,34,51,96.62947148564902,96,11,1,87,16
2018,1,22,Fri,2,64,81.21510202653928,88,91,34,-1,33
2016,5,2,Tue,85,20,67.52708604476362,85,93,54,100,21
2013,3,17,Thu,70,62,42.64595005957983,88,29,83,93,8
2018,12,3,Sat,98,77,27.707245467891894,71,30,31,45,44
2021,8,12,Sun,55,18,34.623603070668004,56,71,82,74,87
2012,11,14,Tue,-11,86,72.51781095015362,67,56,35,-3,57
2011,6,2,Fri,77,2,47.070053372766964,12,-2,81,21,98
2005,2,22,Thu,99,-8,72.52313222040814,48,-18,100,53,19
2020,7,29,Tue,12,85,97.35462942239333,91,95,56,98,92
2003,7,28,Thu,59,90,57.5022122433286,49,70,-15,98,-10
2018,5,22,Wed,72,32,52.97553044663498,-17,-4,-1,-15,37
2015,8,29,Sat,41,82,29.145595769689912,85,22,33,45,75
2012,5,5,Wed,61,71,3.8072283358373262,86,8,-19,59,-1
2003,1,10,Mon,6,49,25.27828981190453,37,92,54,48,45
2022,9,10,Fri,-14,36,42.93176005235913,77,87,51,81,10
2016,4,21,Sat,79,55,-15.782465464044648,8,23,9,65,-16
2022,2,9,Tue,6,46,37.572408003497365,99,31,70,1,75
2000,4,30,Thu,53,27,84.32006861721241,0,91,33,1,29
2017,9,21,Sun,-11,-1,98.17154786656855,5,76,-17,44,-12
2019,2,13,Mon,100,84,83.52138934961286,75,7,50,79,20
2016,4,10,Fri,54,85,0.8097912680010353,65,63,26,28,-11
2014,2,6,Fri,36,41,-1.2434037963982654,20,88,67,56,96
2010,5,11,Fri,9,24,27.59077634998566,57,13,75,-9,32
2021,3,4,Tue,-18,42,7.277086941589758,13,59,-2,42,79
2012,10,26,Sat,8,-13,61.795334998594114,80,82,21,-8,28
2000,2,14,Wed,-7,5,-9.768469358447568,23,33,78,94,5
2016,9,30,Mon,56,17,33.690029193938166,-20,-19,21,91,87
2005,5,31,Tue,62,71,13.923105792548583,11,93,30,41,46
2003,10,17,Thu,4,78,52.043749326978315,11,71,-18,38,15
2019,5,20,Tue,-11,87,76.44486739506986,30,-4,61,-10,2
2015,1,2,Thu,58,84,91.75114014345787,97,91,16,93,73
2014,6,10,Thu,71,20,96.62618084087238,3,63,1,61,18
2014,7,3,Fri,83,86,22.494538610853304,23,-3,12,65,38
2005,1,7,Tue,28,81,83.55758160148682,64,96,81,-20,2
2014,9,7,Wed,17,-19,51.62753131417743,55,7,82,47,2
2013,8,1,Thu,50,-14,63.76290515983888,63,7,77,-12,22
2010,12,8,Sun,-7,84,82.98679856590232,16,31,28,-18,79
2006,8,23,Fri,9,4,-4.25630160269505,63,-5,66,51,4
2008,7,1,Wed,19,30,94.63627943190153,45,12,33,-12,63
2015,5,8,Tue,-9,29,46.23504794060531,-7,64,41,61,39
2004,3,14,Wed,71,75,20.656401422533328,-4,-16,14,48,81
2019,12,14,Tue,93,43,20.986482509548274,67,90,8,1,12
2009,9,2,Thu,-7,-9,70.87104073807043,73,24,45,80,12
2017,7,8,Mon,-20,32,62.11784343872792,-6,16,29,97,81
2002,11,19,Mon,47,54,68.26709104348862,40,61,-7,48,44
2012,10,10,Sat,28,-11,10.612456035332464,28,31,27,2,26
2010,10,7,Sat,-3,40,0.593742153336887,77,43,23,59,12
2016,8,13,Thu,94,34,67.34501801617144,96,41,93,-16,17
2021,6,22,Wed,15,78,16.116168228540715,-13,-16,51,80,3
2012,12,21,Tue,43,87,6.9147745839937755,85,91,-20,87,52
2005,11,15,Mon,75,47,5.967628921053755,-18,86,7,18,74
2016,5,11,Tue,7,21,-2.0434871601422593,54,-10,-18,-18,81
2012,8,26,Thu,71,45,31.644694336696524,6,65,99,5,28
2018,3,14,Wed,81,23,11.574777578018661,-12,66,97,98,71
2020,12,11,Sun,11,7,88.15772250126713,-6,69,50,-13,66
2018,7,2,Tue,51,86,63.385896058982865,11,70,77,64,9
2009,2,2,Wed,4,89,70.00730741087935,97,-18,27,31,61
2002,3,29,Sun,26,90,28.836869544322035,-10,30,11,61,98
2013,12,12,Mon,-1,57,52.62535169382326,-18,85,-12,48,37
2018,2,15,Tue,12,37,40.59653872518974,5,39,98,-15,69
2004,5,17,Fri,9,87,0.26162672322437075,-14,45,78,6,95
2004,7,14,Mon,16,72,-14.209702898855074,71,36,36,100,76
2019,11,25,Wed,59,-19,62.7057330236416,34,-4,62,65,38
2016,10,16,Thu,32,34,-5.3381324334611655,18,-18,25,1,100
2020,11,27,Fri,68,13,-13.060752461924618,-17,-18,37,81,-5
2009,11,8,Sat,81,76,33.465947253265014,9,19,35,35,72
2004,11,24,Tue,96,-1,69.30119077103676,17,59,-6,81,-5
2003,10,17,Sat,85,26,73.03308114711716,30,55,98,22,12
2005,1,5,Mon,53,73,85.68982241264246,57,42,74,6,18
2003,10,12,Tue,48,97,4.1048967223504675,15,97,40,24,25
2006,9,6,Tue,-13,85,99.26055165157297,74,30,-5,25,90
2006,1,31,Fri,76,5,72.34829770765535,94,-20,94,92,17
2017,1,18,Fri,80,63,-0.9771851400290821,62,30,90,12,2
2002,12,26,Fri,-20,-20,81.72727560544472,92,-17,25,85,5
2000,10,31,Fri,74,44,40.37407197066753,96,60,80,74,28
2003,8,5,Thu,-14,68,-11.94788946718145,39,62,50,7,60
2005,6,6,Wed,41,76,-4.022945608659443,30,-17,14,73,81
2008,6,9,Fri,90,66,32.50108711102295,55,26,72,77,88
2021,12,15,Mon,66,54,44.191324204093775,28,18,45,88,3
2013,9,10,Tue,37,87,94.64658245860467,-6,63,36,60,86
2011,4,17,Sat,67,-6,6.1012091722776205,52,28,91,30,62
2019,8,29,Fri,57,-7,37.366645739379884,70,36,13,43,21
2003,4,26,Mon,66,34,7.332625782563888,63,97,78,14,6
2020,2,19,Thu,52,-20,47.566483360102566,7,84,10,15,-19
2011,11,12,Mon,-13,12,90.02748682958557,4,18,-9,-15,95
2009,8,9,Sat,43,49,48.697819110707755,59,47,44,88,-13
2021,12,15,Sat,-13,35,41.7185352147593,61,-4,26,72,58
2006,7,14,Mon,-18,2,70.76565823710028,93,-6,72,37,20
2002,4,1,Thu,37,33,-2.1387610512502384,15,98,44,2,-8
2022,9,17,Sat,11,69,89.57941384263282,-17,84,-20,-7,70
2013,9,1,Thu,95,-18,49.89371072886598,0,7,58,52,1
2009,8,23,Tue,47,25,63.04343923289731,70,-5,46,35,98
2015,1,29,Fri,28,98,79.09425204281231,44,-15,-7,58,26
2015,7,21,Sat,17,-15,56.83957983707141,48,71,33,81,26
2021,5,22,Mon,-19,83,57.585827416530336,87,11,-11,4,44
2009,7,13,Wed,-12,95,68.28419435687425,89,60,46,-1,48
2012,12,31,Wed,25,4,-13.679376670262627,-11,4,63,86,8
2005,9,30,Sun,44,90,26.247471488963114,29,18,29,65,58
2011,2,8,Tue,28,-4,96.51534613044215,64,-4,98,50,97
2008,11,30,Wed,54,7,11.210238470747242,-11,25,79,-3,9
2012,4,13,Tue,8,11,45.612909241125564,69,58,70,-4,25
2003,4,16,Fri,69,72,1.2267229267039568,-5,95,92,-7,-15
2010,2,2,Sun,70,2,19.11619214870879,17,32,95,5,-15
2019,3,13,Tue,81,84,66.7666851717214,46,93,15,83,66
2017,11,18,Thu,8,-5,57.81437691211407,-1,30,90,11,31
2010,8,3,Thu,12,75,30.132279782385808,90,-3,-10,72,-16
2020,12,13,Sun,7,5,93.5072191626921,48,89,-18,83,65
2003,9,19,Thu,74,12,73.78066467346727,49,-1,67,38,20
2017,6,13,Sat,62,37,12.418783312489602,4,66,18,50,-1
2000,10,19,Thu,91,27,36.3190039419896,68,-16,-11,36,-1
2006,2,4,Thu,5,62,86.24217520213364,33,41,69,52,18
2005,2,19,Thu,93,34,-17.281842271473963,-9,82,30,-9,9
2014,7,18,Thu,8,20,50.35742046911403,44,-9,11,-18,27
2017,8,25,Sat,-10,41,8.067209749924007,33,60,31,11,60
2010,8,6,Thu,84,-4,-12.277765739759056,85,9,51,76,39
2019,6,19,Thu,75,81,90.45619092467508,46,62,26,-6,2
2014,10,25,Fri,64,38,78.77024579313137,0,75,-8,-12,83
2015,8,31,Sat,81,-7,2.420520615361447,-16,-5,46,28,39
2006,1,4,Thu,13,61,81.2705252489714,37,-19,32,23,29
2020,9,4,Tue,83,0,-2.282283800422391,58,55,32,60,95
2009,12,24,Sun,65,42,37.615524542919495,-17,92,-6,7,-8
2011,1,7,Fri,27,25,67.81856935786679,-2,96,32,24,89
2013,3,31,Sat,6,34,44.590477193424476,60,-18,64,-8,79
2004,12,7,Wed,51,41,82.94446653229424,34,-13,100,26,85
2020,9,26,Mon,19,18,54.6422212721028,40,16,21,0,53
2017,11,23,Sat,89,21,32.266149309650814,51,32,8,29,17
2004,5,26,Sun,10,27,91.94461291772723,80,34,96,26,18
2002,9,16,Fri,44,82,-15.608346506279165,3,67,26,93,82
2022,9,27,Thu,18,7,39.096261904601135,47,28,70,-16,47
2004,6,16,Fri,77,63,59.95456636314856,67,96,9,-14,-2
2016,11,5,Mon,90,-15,81.1630652405822,-2,68,-7,17,31
2018,1,15,Mon,3,38,45.47993951699287,3,38,84,16,20
2018,10,23,Sat,71,69,87.14764410354674,33,39,100,62,71
2020,7,4,Thu,93,49,31.579497119404508,84,68,58,84,6
2011,6,24,Thu,47,18,18.372558796115655,88,57,89,11,2
2008,9,25,Tue,61,36,97.83125774199223,0,98,90,35,-2
2000,7,13,Mon,72,33,60.7288960189433,60,25,38,22,59
2017,12,28,Thu,2,39,31.519160386337795,51,79,89,46,14
2020,11,19,Mon,80,69,86.26095817594292,74,42,85,82,-16
2003,12,7,Tue,40,-4,62.65273009964322,-2,58,43,78,67
2009,4,12,Wed,6,19,57.190099392352636,54,11,23,6,-16
2006,7,26,Mon,-5,45,68.15308950815543,32,45,95,81,72
2021,2,9,Tue,24,94,69.33346626488104,89,64,-7,30,-15
2022,6,17,Tue,6,64,39.65098980753174,29,-17,4,27,20
2000,6,2,Sun,52,33,30.736214929139578,2,8,70,51,20
2016,2,16,Tue,-16,50,90.02320442079986,16,28,90,94,33
2001,4,7,Fri,38,23,40.16697648705067,7,72,23,32,23
2010,8,31,Sat,51,63,6.114418185844059,66,2,40,62,91
2008,8,29,Thu,61,46,43.113937084832074,55,-18,-19,73,27
2006,8,18,Mon,14,36,-15.834925910449401,59,33,94,27,16
2021,8,7,Sat,49,15,67.52152058725342,59,0,60,83,72
2016,1,1,Fri,86,36,-4.634928853884105,57,59,58,-11,35
2016,2,31,Mon,66,100,-6.48136389354886,50,23,70,73,12
2001,12,3,Sat,25,22,94.50909332461646,0,-1,98,-12,70
2005,4,31,Fri,69,23,73.4793584565062,0,78,53,91,14
2013,12,21,Thu,35,41,30.121681937298142,20,36,22,65,81
2005,9,30,Tue,94,94,8.98871323107901,14,48,89,74,83
2001,3,28,Sat,82,62,82.06234814376123,89,91,-12,25,91
2000,6,30,Sat,3,40,97.19864507690103,67,69,40,-11,-15
2009,7,11,Mon,-11,73,41.51084665745728,-20,50,46,15,25
2020,8,22,Tue,58,-10,50.18920474184516,57,31,3,-11,53
2004,7,15,Sun,17,56,9.4094724705711,63,59,44,95,97
2001,3,29,Thu,63,99,51.29928195148949,71,-4,17,96,15
2021,6,25,Mon,72,12,28.472313839405984,61,45,49,6,23
2015,5,25,Wed,49,81,82.31499843355489,46,-9,-16,58,-14
2001,12,3,Wed,27,97,25.63067539863657,70,37,47,-2,-14
2009,10,30,Wed,-12,100,58.50227696447861,49,56,46,-10,8
2001,4,24,Thu,94,91,4.619387626195863,-17,-16,88,11,59
2015,1,13,Wed,29,45,-9.028586860782278,-20,59,9,-1,44
2015,7,4,Sat,48,89,-15.117018388996183,0,71,79,25,39
2018,8,23,Sun,27,99,30.29309791699943,78,51,66,39,91
2006,2,22,Mon,18,2,-0.2130247116401769,71,35,41,58,14
2021,7,8,Sun,62,93,100.21110302224568,61,71,-14,47,90
2011,6,22,Sun,-16,28,76.60438999958004,95,25,30,-4,36
2014,5,4,Sun,63,-1,63.89815135681427,31,51,11,44,8
2007,4,18,Sat,-10,93,77.20153455275492,78,72,86,36,17
2005,2,7,Wed,98,94,11.792418291211398,32,100,53,-2,56
2009,10,11,Sun,93,73,86.3909419291141,64,-3,94,-16,95
2002,6,31,Sun,39,-6,100.47200379542058,59,95,94,61,83
2018,5,29,Mon,6,45,15.072390757650176,35,23,80,60,-9
2016,2,27,Sat,72,9,99.14249115526002,69,22,76,34,66
2006,10,4,Thu,-14,68,18.767982107250724,82,59,5,85,89
2020,7,13,Tue,39,-17,-18.58150275870019,52,69,22,84,59
