Filial,Cidade,Sexo,Categoria,Tipo Cliente,Tipo Promoção,Vendas,Quantidade,Data,Semana,Mês,Ano,Preço Unitário,Preço Unitário com Desconto,Valor Total
Filial D,Boa Vista,M,Móveis,Pessoa Jurídica,Sem Promoção,1,18,2023-08-04,31,8,2023,146,146.0,2628.0
Filial A,Rio Branco,F,Móveis,Pessoa Jurídica,Promoção C,8,5,2023-08-05,31,8,2023,61,42.699999999999996,213.49999999999997
Filial B,Boa Vista,M,Móveis,Pessoa Jurídica,Promoção C,99,6,2023-08-06,31,8,2023,71,49.699999999999996,298.2
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,52,7,2023-08-07,32,8,2023,128,102.4,716.8000000000001
Filial C,Rio Branco,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,79,15,2023-08-08,32,8,2023,118,82.6,1239.0
Filial E,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,47,1,2023-08-09,32,8,2023,17,11.899999999999999,11.899999999999999
Filial D,Boa Vista,F,Informática,Pessoa Jurídica,Promoção A,56,4,2023-08-10,32,8,2023,104,93.60000000000001,374.40000000000003
Filial D,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,86,1,2023-08-11,32,8,2023,134,93.8,93.8
Filial A,Palmas,M,Eletro-eletrônicos,Pessoa Física,Promoção C,14,11,2023-08-12,32,8,2023,182,127.39999999999999,1401.3999999999999
Filial B,Manaus,M,Informática,Pessoa Física,Promoção A,90,18,2023-08-13,32,8,2023,62,55.800000000000004,1004.4000000000001
Filial C,Palmas,M,Móveis,Pessoa Jurídica,Promoção A,28,14,2023-08-14,33,8,2023,72,64.8,907.1999999999999
Filial E,Belém,M,Informática,Pessoa Física,Promoção C,87,11,2023-08-15,33,8,2023,104,72.8,800.8
Filial B,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,78,10,2023-08-16,33,8,2023,90,90.0,900.0
Filial C,Boa Vista,M,Informática,Pessoa Jurídica,Sem Promoção,88,17,2023-08-17,33,8,2023,66,66.0,1122.0
Filial D,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção C,2,4,2023-08-18,33,8,2023,191,133.7,534.8
Filial D,Palmas,F,Móveis,Pessoa Jurídica,Sem Promoção,26,15,2023-08-19,33,8,2023,156,156.0,2340.0
Filial A,Macapá,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,14,16,2023-08-20,33,8,2023,76,76.0,1216.0
Filial A,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Promoção B,59,13,2023-08-21,34,8,2023,55,44.0,572.0
Filial E,Macapá,M,Ar condicionado,Pessoa Física,Promoção C,56,9,2023-08-22,34,8,2023,103,72.1,648.9
Filial B,Porto Velho,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,7,11,2023-08-23,34,8,2023,147,117.60000000000001,1293.6000000000001
Filial B,Palmas,F,Móveis,Pessoa Física,Sem Promoção,3,11,2023-08-24,34,8,2023,122,122.0,1342.0
Filial C,Palmas,M,Móveis,Pessoa Física,Promoção B,23,6,2023-08-25,34,8,2023,102,81.60000000000001,489.6
Filial E,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção A,18,1,2023-08-26,34,8,2023,155,139.5,139.5
Filial A,Porto Velho,F,Móveis,Pessoa Física,Promoção A,38,6,2023-08-27,34,8,2023,149,134.1,804.5999999999999
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,99,13,2023-08-28,35,8,2023,58,58.0,754.0
Filial D,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,15,5,2023-08-29,35,8,2023,32,32.0,160.0
Filial A,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,64,15,2023-08-30,35,8,2023,71,71.0,1065.0
Filial B,Boa Vista,M,Móveis,Pessoa Física,Promoção A,89,18,2023-08-31,35,8,2023,20,18.0,324.0
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,28,14,2023-09-01,35,9,2023,82,57.4,803.6
Filial D,Palmas,F,Móveis,Pessoa Física,Sem Promoção,74,15,2023-09-02,35,9,2023,127,127.0,1905.0
Filial A,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção B,39,5,2023-09-03,35,9,2023,193,154.4,772.0
Filial B,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção A,57,4,2023-09-04,36,9,2023,97,87.3,349.2
Filial D,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,17,2,2023-09-05,36,9,2023,98,88.2,176.4
Filial C,Boa Vista,M,Informática,Pessoa Jurídica,Promoção B,86,7,2023-09-06,36,9,2023,64,51.2,358.40000000000003
Filial E,Boa Vista,M,Móveis,Pessoa Física,Promoção A,90,10,2023-09-07,36,9,2023,162,145.8,1458.0
Filial C,Manaus,F,Informática,Pessoa Física,Promoção A,44,16,2023-09-08,36,9,2023,18,16.2,259.2
Filial D,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção A,25,10,2023-09-09,36,9,2023,21,18.900000000000002,189.00000000000003
Filial D,Macapá,M,Móveis,Pessoa Jurídica,Promoção A,17,18,2023-09-10,36,9,2023,148,133.20000000000002,2397.6000000000004
Filial D,Manaus,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,13,17,2023-09-11,37,9,2023,122,122.0,2074.0
Filial B,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção B,84,13,2023-09-12,37,9,2023,175,140.0,1820.0
Filial D,Boa Vista,F,Informática,Pessoa Física,Promoção A,25,1,2023-09-13,37,9,2023,165,148.5,148.5
Filial E,Boa Vista,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,68,1,2023-09-14,37,9,2023,17,15.3,15.3
Filial B,Macapá,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,10,15,2023-09-15,37,9,2023,184,184.0,2760.0
Filial D,Manaus,M,Móveis,Pessoa Jurídica,Promoção C,67,1,2023-09-16,37,9,2023,45,31.499999999999996,31.499999999999996
Filial B,Rio Branco,F,Móveis,Pessoa Física,Sem Promoção,18,6,2023-09-17,37,9,2023,134,134.0,804.0
Filial E,Boa Vista,M,Informática,Pessoa Jurídica,Promoção C,86,13,2023-09-18,38,9,2023,59,41.3,536.9
Filial E,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção C,34,1,2023-09-19,38,9,2023,116,81.19999999999999,81.19999999999999
Filial B,Palmas,F,Móveis,Pessoa Física,Promoção C,8,5,2023-09-20,38,9,2023,18,12.6,63.0
Filial A,Manaus,M,Móveis,Pessoa Jurídica,Promoção B,40,9,2023-09-21,38,9,2023,197,157.60000000000002,1418.4
Filial C,Macapá,M,Móveis,Pessoa Física,Promoção B,83,17,2023-09-22,38,9,2023,76,60.800000000000004,1033.6000000000001
Filial D,Macapá,F,Informática,Pessoa Jurídica,Promoção C,42,16,2023-09-23,38,9,2023,62,43.4,694.4
Filial C,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção C,41,8,2023-09-24,38,9,2023,91,63.699999999999996,509.59999999999997
Filial E,Belém,M,Ar condicionado,Pessoa Física,Sem Promoção,6,17,2023-09-25,39,9,2023,119,119.0,2023.0
Filial C,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção C,52,15,2023-09-26,39,9,2023,154,107.8,1617.0
Filial A,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,26,1,2023-09-27,39,9,2023,62,62.0,62.0
Filial C,Boa Vista,F,Informática,Pessoa Jurídica,Sem Promoção,64,12,2023-09-28,39,9,2023,165,165.0,1980.0
Filial C,Boa Vista,F,Informática,Pessoa Física,Promoção B,98,5,2023-09-29,39,9,2023,123,98.4,492.0
Filial E,Belém,F,Móveis,Pessoa Jurídica,Sem Promoção,59,6,2023-09-30,39,9,2023,72,72.0,432.0
Filial E,Macapá,M,Informática,Pessoa Jurídica,Sem Promoção,56,1,2023-10-01,39,10,2023,152,152.0,152.0
Filial D,Macapá,F,Informática,Pessoa Jurídica,Sem Promoção,59,1,2023-10-02,40,10,2023,28,28.0,28.0
Filial B,Manaus,F,Ar condicionado,Pessoa Física,Promoção B,70,10,2023-10-03,40,10,2023,133,106.4,1064.0
Filial D,Rio Branco,F,Ar condicionado,Pessoa Jurídica,Promoção C,33,10,2023-10-04,40,10,2023,95,66.5,665.0
Filial E,Macapá,M,Ar condicionado,Pessoa Jurídica,Promoção C,53,3,2023-10-05,40,10,2023,79,55.3,165.89999999999998
Filial D,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção A,22,17,2023-10-06,40,10,2023,56,50.4,856.8
Filial C,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção A,21,19,2023-10-07,40,10,2023,117,105.3,2000.7
Filial C,Belém,M,Informática,Pessoa Jurídica,Sem Promoção,70,11,2023-10-08,40,10,2023,185,185.0,2035.0
Filial E,Manaus,F,Informática,Pessoa Jurídica,Promoção A,70,18,2023-10-09,41,10,2023,29,26.1,469.8
Filial E,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção C,4,2,2023-10-10,41,10,2023,46,32.199999999999996,64.39999999999999
Filial D,Belém,M,Informática,Pessoa Jurídica,Sem Promoção,94,9,2023-10-11,41,10,2023,139,139.0,1251.0
Filial D,Belém,F,Informática,Pessoa Física,Promoção B,75,17,2023-10-12,41,10,2023,45,36.0,612.0
Filial C,Belém,M,Ar condicionado,Pessoa Física,Promoção B,62,14,2023-10-13,41,10,2023,142,113.60000000000001,1590.4
Filial B,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção C,62,4,2023-10-14,41,10,2023,73,51.099999999999994,204.39999999999998
Filial B,Macapá,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,94,17,2023-10-15,41,10,2023,16,16.0,272.0
Filial E,Boa Vista,F,Móveis,Pessoa Física,Promoção A,95,17,2023-10-16,42,10,2023,129,116.10000000000001,1973.7
Filial D,Belém,F,Móveis,Pessoa Física,Promoção C,24,12,2023-10-17,42,10,2023,31,21.7,260.4
Filial B,Manaus,F,Informática,Pessoa Física,Promoção B,55,18,2023-10-18,42,10,2023,55,44.0,792.0
Filial D,Boa Vista,F,Móveis,Pessoa Jurídica,Promoção A,9,3,2023-10-19,42,10,2023,177,159.3,477.90000000000003
Filial A,Manaus,F,Informática,Pessoa Física,Promoção A,3,11,2023-10-20,42,10,2023,198,178.20000000000002,1960.2000000000003
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Física,Promoção C,31,18,2023-10-21,42,10,2023,119,83.3,1499.3999999999999
Filial D,Manaus,M,Informática,Pessoa Física,Promoção A,40,4,2023-10-22,42,10,2023,55,49.5,198.0
Filial D,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção B,36,17,2023-10-23,43,10,2023,37,29.6,503.20000000000005
Filial D,Porto Velho,M,Informática,Pessoa Jurídica,Promoção B,24,18,2023-10-24,43,10,2023,96,76.80000000000001,1382.4
Filial B,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção B,95,5,2023-10-25,43,10,2023,44,35.2,176.0
Filial D,Boa Vista,M,Móveis,Pessoa Jurídica,Promoção C,6,14,2023-10-26,43,10,2023,138,96.6,1352.3999999999999
Filial A,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção A,66,10,2023-10-27,43,10,2023,166,149.4,1494.0
Filial B,Macapá,F,Ar condicionado,Pessoa Jurídica,Promoção C,84,15,2023-10-28,43,10,2023,18,12.6,189.0
Filial E,Belém,F,Informática,Pessoa Física,Sem Promoção,92,1,2023-10-29,43,10,2023,18,18.0,18.0
Filial E,Rio Branco,M,Informática,Pessoa Jurídica,Promoção B,75,16,2023-10-30,44,10,2023,31,24.8,396.8
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Física,Promoção C,4,11,2023-10-31,44,10,2023,195,136.5,1501.5
Filial A,Macapá,M,Ar condicionado,Pessoa Física,Promoção C,79,6,2023-11-01,44,11,2023,79,55.3,331.79999999999995
Filial D,Boa Vista,F,Informática,Pessoa Jurídica,Promoção B,6,16,2023-11-02,44,11,2023,192,153.60000000000002,2457.6000000000004
Filial A,Belém,M,Informática,Pessoa Jurídica,Sem Promoção,94,2,2023-11-03,44,11,2023,150,150.0,300.0
Filial E,Macapá,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,51,1,2023-11-04,44,11,2023,156,156.0,156.0
Filial D,Belém,M,Informática,Pessoa Física,Promoção B,62,9,2023-11-05,44,11,2023,170,136.0,1224.0
Filial A,Belém,F,Informática,Pessoa Física,Promoção C,57,12,2023-11-06,45,11,2023,74,51.8,621.5999999999999
Filial B,Belém,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,66,17,2023-11-07,45,11,2023,197,197.0,3349.0
Filial D,Manaus,M,Informática,Pessoa Física,Sem Promoção,79,15,2023-11-08,45,11,2023,149,149.0,2235.0
Filial B,Manaus,M,Ar condicionado,Pessoa Física,Promoção C,75,19,2023-11-09,45,11,2023,52,36.4,691.6
Filial A,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,8,10,2023-11-10,45,11,2023,26,20.8,208.0
Filial D,Manaus,F,Móveis,Pessoa Jurídica,Promoção B,26,12,2023-11-11,45,11,2023,77,61.6,739.2
Filial C,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção B,51,14,2023-11-12,45,11,2023,38,30.400000000000002,425.6
Filial C,Rio Branco,F,Ar condicionado,Pessoa Física,Sem Promoção,45,9,2023-11-13,46,11,2023,192,192.0,1728.0
Filial E,Palmas,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,44,13,2023-11-14,46,11,2023,144,144.0,1872.0
Filial D,Palmas,M,Móveis,Pessoa Jurídica,Promoção A,5,3,2023-11-15,46,11,2023,53,47.7,143.10000000000002
Filial A,Boa Vista,F,Ar condicionado,Pessoa Física,Promoção C,70,14,2023-11-16,46,11,2023,142,99.39999999999999,1391.6
Filial C,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção B,26,10,2023-11-17,46,11,2023,197,157.60000000000002,1576.0000000000002
Filial E,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção B,68,16,2023-11-18,46,11,2023,143,114.4,1830.4
Filial D,Porto Velho,M,Informática,Pessoa Física,Promoção A,19,7,2023-11-19,46,11,2023,16,14.4,100.8
Filial C,Palmas,M,Eletro-eletrônicos,Pessoa Física,Promoção B,84,4,2023-11-20,47,11,2023,183,146.4,585.6
Filial D,Belém,M,Informática,Pessoa Física,Promoção B,97,11,2023-11-21,47,11,2023,194,155.20000000000002,1707.2000000000003
Filial E,Porto Velho,F,Informática,Pessoa Jurídica,Promoção A,20,16,2023-11-22,47,11,2023,63,56.7,907.2
Filial A,Palmas,F,Ar condicionado,Pessoa Jurídica,Promoção C,12,4,2023-11-23,47,11,2023,55,38.5,154.0
Filial E,Rio Branco,M,Informática,Pessoa Física,Promoção A,47,17,2023-11-24,47,11,2023,147,132.3,2249.1000000000004
Filial A,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Promoção C,1,13,2023-11-25,47,11,2023,13,9.1,118.3
Filial B,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,90,11,2023-11-26,47,11,2023,162,113.39999999999999,1247.3999999999999
Filial C,Belém,M,Móveis,Pessoa Jurídica,Promoção C,14,3,2023-11-27,48,11,2023,100,70.0,210.0
Filial B,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,64,9,2023-11-28,48,11,2023,70,70.0,630.0
Filial A,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,38,6,2023-11-29,48,11,2023,175,140.0,840.0
Filial D,Belém,F,Informática,Pessoa Física,Promoção B,37,11,2023-11-30,48,11,2023,169,135.20000000000002,1487.2000000000003
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,11,16,2023-12-01,48,12,2023,160,112.0,1792.0
Filial A,Rio Branco,M,Móveis,Pessoa Jurídica,Promoção C,77,19,2023-12-02,48,12,2023,120,84.0,1596.0
Filial D,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,3,5,2023-12-03,48,12,2023,46,46.0,230.0
Filial B,Manaus,F,Informática,Pessoa Física,Sem Promoção,33,14,2023-12-04,49,12,2023,12,12.0,168.0
Filial C,Manaus,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,6,17,2023-12-05,49,12,2023,22,22.0,374.0
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,50,3,2023-12-06,49,12,2023,171,119.69999999999999,359.09999999999997
Filial A,Porto Velho,F,Ar condicionado,Pessoa Física,Sem Promoção,10,4,2023-12-07,49,12,2023,97,97.0,388.0
Filial C,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção A,5,16,2023-12-08,49,12,2023,85,76.5,1224.0
Filial A,Rio Branco,M,Informática,Pessoa Jurídica,Promoção C,23,16,2023-12-09,49,12,2023,17,11.899999999999999,190.39999999999998
Filial C,Manaus,M,Ar condicionado,Pessoa Jurídica,Promoção C,10,4,2023-12-10,49,12,2023,92,64.39999999999999,257.59999999999997
Filial C,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção A,44,19,2023-12-11,50,12,2023,18,16.2,307.8
Filial C,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção B,2,17,2023-12-12,50,12,2023,165,132.0,2244.0
Filial D,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção C,13,13,2023-12-13,50,12,2023,87,60.9,791.6999999999999
Filial B,Palmas,M,Informática,Pessoa Física,Promoção C,40,1,2023-12-14,50,12,2023,133,93.1,93.1
Filial B,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,2,12,2023-12-15,50,12,2023,155,124.0,1488.0
Filial E,Boa Vista,F,Móveis,Pessoa Física,Promoção C,84,4,2023-12-16,50,12,2023,51,35.699999999999996,142.79999999999998
Filial D,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção C,65,11,2023-12-17,50,12,2023,50,35.0,385.0
Filial E,Macapá,M,Ar condicionado,Pessoa Jurídica,Promoção B,63,5,2023-12-18,51,12,2023,170,136.0,680.0
Filial B,Manaus,M,Eletro-eletrônicos,Pessoa Física,Promoção B,73,2,2023-12-19,51,12,2023,98,78.4,156.8
Filial B,Manaus,M,Móveis,Pessoa Física,Promoção A,17,17,2023-12-20,51,12,2023,86,77.4,1315.8000000000002
Filial B,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,9,8,2023-12-21,51,12,2023,63,44.099999999999994,352.79999999999995
Filial A,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Promoção A,75,6,2023-12-22,51,12,2023,173,155.70000000000002,934.2
Filial E,Belém,M,Móveis,Pessoa Física,Promoção A,15,9,2023-12-23,51,12,2023,106,95.4,858.6
Filial D,Belém,F,Informática,Pessoa Jurídica,Sem Promoção,24,13,2023-12-24,51,12,2023,107,107.0,1391.0
Filial E,Porto Velho,F,Móveis,Pessoa Física,Sem Promoção,38,11,2023-12-25,52,12,2023,65,65.0,715.0
Filial B,Macapá,M,Móveis,Pessoa Física,Promoção B,35,16,2023-12-26,52,12,2023,109,87.2,1395.2
Filial D,Palmas,M,Eletro-eletrônicos,Pessoa Física,Promoção C,94,16,2023-12-27,52,12,2023,154,107.8,1724.8
Filial E,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,95,2,2023-12-28,52,12,2023,19,13.299999999999999,26.599999999999998
Filial B,Rio Branco,M,Informática,Pessoa Jurídica,Promoção B,49,10,2023-12-29,52,12,2023,53,42.400000000000006,424.00000000000006
Filial B,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção B,69,12,2023-12-30,52,12,2023,139,111.2,1334.4
Filial D,Boa Vista,F,Informática,Pessoa Física,Sem Promoção,62,8,2023-12-31,52,12,2023,151,151.0,1208.0
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,60,11,2024-01-01,1,1,2024,178,160.20000000000002,1762.2000000000003
Filial D,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,50,10,2024-01-02,1,1,2024,139,111.2,1112.0
Filial C,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção B,78,13,2024-01-03,1,1,2024,28,22.400000000000002,291.20000000000005
Filial A,Macapá,F,Ar condicionado,Pessoa Jurídica,Promoção B,75,17,2024-01-04,1,1,2024,89,71.2,1210.4
Filial D,Rio Branco,M,Ar condicionado,Pessoa Física,Promoção B,9,7,2024-01-05,1,1,2024,98,78.4,548.8000000000001
Filial C,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção C,34,3,2024-01-06,1,1,2024,10,7.0,21.0
Filial E,Belém,M,Ar condicionado,Pessoa Física,Promoção C,76,13,2024-01-07,1,1,2024,139,97.3,1264.8999999999999
Filial B,Palmas,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,99,19,2024-01-08,2,1,2024,36,36.0,684.0
Filial A,Palmas,F,Ar condicionado,Pessoa Física,Promoção C,35,7,2024-01-09,2,1,2024,11,7.699999999999999,53.89999999999999
Filial D,Palmas,F,Móveis,Pessoa Jurídica,Sem Promoção,1,9,2024-01-10,2,1,2024,188,188.0,1692.0
Filial C,Rio Branco,F,Ar condicionado,Pessoa Jurídica,Promoção C,40,19,2024-01-11,2,1,2024,147,102.89999999999999,1955.1
Filial E,Belém,M,Móveis,Pessoa Jurídica,Promoção C,64,13,2024-01-12,2,1,2024,28,19.599999999999998,254.79999999999998
Filial C,Belém,M,Ar condicionado,Pessoa Física,Sem Promoção,22,8,2024-01-13,2,1,2024,150,150.0,1200.0
Filial D,Macapá,M,Móveis,Pessoa Jurídica,Promoção B,60,18,2024-01-14,2,1,2024,185,148.0,2664.0
Filial C,Porto Velho,F,Ar condicionado,Pessoa Física,Promoção B,64,2,2024-01-15,3,1,2024,123,98.4,196.8
Filial D,Porto Velho,M,Móveis,Pessoa Física,Promoção B,93,18,2024-01-16,3,1,2024,65,52.0,936.0
Filial C,Manaus,M,Móveis,Pessoa Jurídica,Promoção A,72,18,2024-01-17,3,1,2024,193,173.70000000000002,3126.6000000000004
Filial B,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,11,11,2024-01-18,3,1,2024,187,187.0,2057.0
Filial D,Manaus,M,Ar condicionado,Pessoa Física,Sem Promoção,14,1,2024-01-19,3,1,2024,104,104.0,104.0
Filial D,Macapá,F,Móveis,Pessoa Jurídica,Sem Promoção,60,14,2024-01-20,3,1,2024,182,182.0,2548.0
Filial A,Macapá,M,Móveis,Pessoa Jurídica,Promoção C,30,16,2024-01-21,3,1,2024,196,137.2,2195.2
Filial B,Rio Branco,M,Móveis,Pessoa Física,Promoção A,35,11,2024-01-22,4,1,2024,176,158.4,1742.4
Filial D,Rio Branco,F,Informática,Pessoa Jurídica,Sem Promoção,85,1,2024-01-23,4,1,2024,158,158.0,158.0
Filial E,Palmas,F,Eletro-eletrônicos,Pessoa Física,Promoção B,37,7,2024-01-24,4,1,2024,192,153.60000000000002,1075.2000000000003
Filial C,Manaus,F,Ar condicionado,Pessoa Física,Sem Promoção,5,16,2024-01-25,4,1,2024,66,66.0,1056.0
Filial E,Boa Vista,M,Móveis,Pessoa Física,Promoção A,83,14,2024-01-26,4,1,2024,111,99.9,1398.6000000000001
Filial C,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Promoção C,78,15,2024-01-27,4,1,2024,178,124.6,1869.0
Filial C,Belém,F,Ar condicionado,Pessoa Física,Promoção A,26,14,2024-01-28,4,1,2024,79,71.10000000000001,995.4000000000001
Filial A,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção B,62,11,2024-01-29,5,1,2024,91,72.8,800.8
Filial D,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção A,4,16,2024-01-30,5,1,2024,58,52.2,835.2
Filial C,Belém,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,89,19,2024-01-31,5,1,2024,181,181.0,3439.0
Filial A,Manaus,M,Ar condicionado,Pessoa Jurídica,Promoção A,42,17,2024-02-01,5,2,2024,172,154.8,2631.6000000000004
Filial E,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,89,6,2024-02-02,5,2,2024,100,80.0,480.0
Filial A,Manaus,M,Móveis,Pessoa Jurídica,Promoção C,18,11,2024-02-03,5,2,2024,14,9.799999999999999,107.79999999999998
Filial E,Palmas,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,40,17,2024-02-04,5,2,2024,188,131.6,2237.2
Filial D,Porto Velho,F,Móveis,Pessoa Jurídica,Promoção A,72,9,2024-02-05,6,2,2024,66,59.4,534.6
Filial C,Boa Vista,F,Ar condicionado,Pessoa Física,Promoção B,39,18,2024-02-06,6,2,2024,195,156.0,2808.0
Filial B,Porto Velho,F,Móveis,Pessoa Física,Sem Promoção,14,17,2024-02-07,6,2,2024,101,101.0,1717.0
Filial E,Palmas,F,Móveis,Pessoa Jurídica,Promoção B,32,12,2024-02-08,6,2,2024,45,36.0,432.0
Filial C,Macapá,F,Ar condicionado,Pessoa Física,Promoção B,51,5,2024-02-09,6,2,2024,147,117.60000000000001,588.0
Filial B,Macapá,M,Ar condicionado,Pessoa Jurídica,Promoção B,38,11,2024-02-10,6,2,2024,187,149.6,1645.6
